0.53030303,0.18719212
0.53030303,0.18719212
0.60606061,0.18226601
0.67676768,0.19211823
0.50000000,0.13793103
0.38888889,0.10344828
0.59090909,0.17241379
0.64646465,0.17733990
0.54545455,0.14285714
0.63131313,0.18719212
0.64646465,0.17733990
0.64646465,0.18226601
0.65656566,0.18226601
0.67676768,0.18226601
0.64141414,0.17733990
0.67676768,0.18226601
0.64141414,0.18226601
0.66666667,0.17733990
0.64646465,0.17733990
0.64646465,0.17241379
0.66161616,0.17733990
0.64646465,0.17733990
0.67676768,0.18226601
0.65151515,0.18226601
0.65151515,0.18226601
0.67171717,0.18226601
0.65151515,0.18226601
0.64646465,0.18226601
0.64646465,0.16748768
0.63131313,0.16748768
0.63636364,0.17241379
0.62626263,0.17241379
0.63636364,0.17241379
0.66161616,0.17241379
0.63131313,0.17241379
0.66161616,0.17241379
0.63636364,0.17241379
0.64141414,0.17241379
0.66161616,0.17241379
0.66161616,0.17241379
0.64646465,0.16748768
0.59595960,0.15270936
0.60101010,0.15763547
0.59595960,0.14778325
0.59595960,0.15763547
0.60606061,0.15270936
0.59595960,0.15270936
0.62626263,0.15763547
0.59595960,0.15270936
0.61616162,0.15270936
0.59090909,0.14778325
0.60101010,0.15270936
0.60606061,0.15763547
0.60606061,0.15763547
0.62121212,0.15270936
0.62626263,0.15763547
0.61111111,0.15763547
0.59595960,0.15270936
0.61111111,0.15763547
0.62121212,0.15763547
0.61616162,0.15763547
0.61616162,0.15763547
0.60101010,0.15270936
0.60101010,0.14778325
0.60101010,0.15763547
0.60606061,0.15763547
0.59595960,0.15270936
0.59595960,0.15270936
0.59090909,0.16256158
0.60101010,0.15763547
0.59595960,0.15763547
0.56060606,0.15763547
0.61111111,0.15763547
0.59595960,0.15270936
0.65151515,0.19704433
0.65151515,0.19704433
0.66666667,0.20197044
0.65151515,0.20197044
0.68181818,0.20197044
0.67171717,0.20197044
0.68181818,0.20197044
0.65151515,0.19704433
0.64646465,0.20197044
0.66161616,0.20197044
0.67676768,0.19704433
0.67171717,0.20197044
0.65656566,0.19211823
0.65656566,0.20197044
0.67171717,0.20197044
0.68181818,0.20197044
0.65151515,0.19211823
0.71212121,0.20689655
0.65151515,0.19704433
0.66161616,0.20197044
0.66666667,0.19704433
0.64646465,0.19211823
0.65656566,0.20197044
0.64646465,0.20197044
0.64646465,0.20197044
0.67171717,0.20197044
0.66161616,0.20197044
0.66666667,0.20197044
0.65151515,0.19704433
0.68181818,0.20197044
0.67171717,0.20197044
0.64646465,0.19211823
0.67676768,0.20197044
0.70202020,0.19704433
0.67676768,0.20197044
0.65656566,0.19704433
0.66161616,0.20197044
0.67676768,0.20197044
0.66161616,0.19704433
0.62626263,0.19211823
0.65151515,0.19704433
0.66666667,0.20197044
0.68181818,0.20197044
0.62626263,0.19211823
0.65151515,0.19211823
0.65151515,0.20197044
0.67676768,0.19704433
0.65151515,0.19704433
0.66666667,0.20689655
0.64646465,0.20197044
0.66161616,0.19704433
0.67676768,0.20689655
0.66666667,0.20197044
0.66161616,0.20197044
0.66161616,0.19211823
0.67171717,0.20197044
0.68181818,0.20197044
0.66161616,0.20197044
0.67676768,0.19704433
0.67676768,0.20197044
0.65151515,0.19704433
0.64646465,0.20197044
0.66666667,0.19704433
0.66161616,0.20197044
0.66161616,0.20197044
0.65656566,0.20197044
0.65151515,0.19704433
0.66161616,0.19211823
0.65151515,0.20197044
0.69696970,0.20197044
0.65151515,0.19211823
0.67676768,0.20197044
0.67171717,0.20197044
0.65151515,0.19704433
0.63131313,0.19704433
0.63636364,0.20197044
0.66666667,0.20689655
0.68181818,0.20689655
0.66666667,0.20197044
0.67676768,0.20197044
0.64646465,0.18719212
0.65151515,0.19704433
0.66666667,0.20689655
0.69191919,0.20689655
0.65656566,0.20197044
0.68181818,0.20197044
0.67676768,0.20197044
0.69696970,0.19704433
0.66161616,0.20197044
0.65151515,0.19704433
0.65151515,0.19704433
0.68686869,0.20197044
0.67676768,0.20689655
0.65151515,0.19704433
0.65151515,0.20197044
0.66161616,0.20197044
0.66666667,0.20197044
0.64646465,0.19704433
0.67676768,0.20197044
0.68181818,0.20197044
0.65151515,0.19704433
0.65656566,0.20197044
0.66161616,0.19704433
0.65656566,0.20197044
0.67676768,0.20197044
0.65151515,0.20197044
0.65151515,0.19211823
0.66161616,0.20689655
0.66161616,0.20197044
0.66161616,0.20197044
0.65151515,0.20197044
0.64646465,0.19211823
0.66666667,0.20197044
0.65656566,0.20689655
0.67676768,0.20689655
0.61616162,0.18719212
0.67171717,0.20197044
0.68181818,0.20197044
0.65151515,0.19704433
0.68181818,0.20197044
0.65656566,0.20197044
0.68181818,0.19704433
0.64646465,0.19704433
0.68181818,0.20689655
0.65656566,0.19704433
0.67171717,0.20197044
0.65656566,0.20197044
0.66161616,0.20197044
0.65151515,0.18719212
0.65151515,0.20197044
0.65656566,0.19704433
0.66161616,0.20197044
0.65151515,0.20197044
0.65656566,0.19704433
0.68181818,0.20197044
0.67676768,0.20689655
0.65151515,0.20197044
0.66666667,0.19704433
0.70202020,0.20689655
0.59090909,0.15270936
0.59595960,0.15763547
0.61111111,0.15270936
0.62121212,0.15763547
0.61616162,0.15270936
0.62121212,0.16256158
0.60101010,0.15270936
0.59090909,0.15270936
0.60606061,0.15763547
0.59090909,0.15763547
0.60606061,0.15270936
0.64141414,0.18719212
0.64141414,0.18226601
0.64141414,0.18719212
0.66666667,0.19211823
0.64646465,0.19211823
0.66161616,0.18719212
0.61111111,0.14778325
0.62121212,0.15270936
0.61111111,0.15270936
0.64141414,0.15270936
0.62121212,0.15270936
0.61111111,0.14285714
0.60606061,0.14778325
0.61111111,0.14285714
0.64141414,0.15270936
0.61111111,0.15270936
0.61111111,0.14778325
0.63131313,0.16256158
0.66161616,0.15763547
0.61111111,0.15270936
0.63636364,0.15270936
0.64141414,0.15270936
0.61111111,0.15270936
0.63131313,0.15270936
0.67171717,0.15763547
0.61111111,0.12807882
0.62121212,0.15270936
0.63636364,0.15763547
0.61111111,0.14778325
0.62121212,0.14285714
0.64141414,0.15270936
0.61616162,0.15270936
0.62626263,0.15270936
0.61111111,0.12807882
0.61111111,0.14778325
0.61111111,0.14778325
0.60101010,0.14285714
0.62121212,0.14778325
0.61111111,0.14778325
0.63131313,0.15270936
0.61111111,0.15763547
0.61111111,0.14778325
0.61111111,0.14778325
0.64141414,0.15270936
0.61111111,0.15270936
0.63636364,0.15270936
0.60101010,0.14778325
0.61111111,0.17733990
0.61111111,0.17733990
0.61111111,0.17733990
0.64141414,0.18226601
0.63636364,0.18226601
0.64141414,0.18226601
0.61111111,0.17733990
0.64141414,0.18226601
0.61616162,0.17733990
0.64141414,0.18719212
0.62626263,0.18226601
0.61111111,0.17733990
0.64141414,0.18226601
0.62121212,0.18226601
0.58585859,0.17241379
0.63131313,0.18719212
0.60101010,0.17241379
0.64141414,0.18226601
0.60606061,0.17241379
0.61111111,0.17733990
0.61111111,0.18719212
0.61111111,0.18226601
0.61111111,0.17733990
0.64141414,0.18226601
0.64141414,0.18226601
0.59595960,0.17241379
0.64141414,0.18226601
0.62121212,0.18226601
0.62121212,0.18226601
0.62121212,0.18226601
0.63131313,0.18226601
0.62121212,0.18226601
0.64141414,0.18226601
0.66161616,0.18719212
0.61111111,0.17241379
0.61616162,0.18226601
0.61616162,0.18226601
0.60606061,0.18226601
0.61111111,0.18226601
0.61616162,0.16748768
0.60606061,0.17241379
0.60606061,0.17241379
0.61616162,0.18226601
0.61111111,0.17733990
0.61111111,0.18226601
0.61616162,0.18226601
0.61111111,0.18226601
0.61111111,0.18226601
0.62121212,0.18226601
0.61111111,0.18226601
0.64141414,0.18226601
0.62626263,0.18226601
0.64646465,0.18719212
0.61616162,0.18719212
0.60606061,0.17241379
0.64141414,0.18226601
0.60606061,0.18226601
0.63636364,0.18226601
0.67171717,0.18226601
0.64141414,0.18226601
0.61111111,0.17733990
0.62626263,0.17733990
0.62121212,0.18719212
0.64141414,0.18226601
0.61111111,0.18226601
0.65656566,0.18719212
0.64141414,0.18226601
0.63131313,0.17733990
0.61111111,0.18226601
0.61111111,0.16748768
0.63636364,0.18226601
